AWAY,HOME,HOME_TEAM_RESULT,W%,B_index,LV2,wOBA,WAR,WAR,W%,B_index,LV2,wOBA,WAR,WAR
Astros,Indians,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Mets,Reds,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.419753086,46.7,26.46,0.311,-1.4,15.9
Phillies,Marlins,L,0.438271605,47,28.53,0.296,13.6,10.2,0.49068323,46.1,28.77,0.309,14.5,20
Cubs,Brewers,W,0.635802469,46.7,30.36,0.333,20.6,38,0.450617284,49.9,25.31,0.315,12.5,12.3
Tigers,WhiteSox,W,0.534161491,48,27.31,0.33,17.4,19.4,0.481481481,46.7,27.06,0.314,15.9,16.4
Royals,Twins,L,0.5,46.3,27.5,0.307,9.9,14.6,0.364197531,47.9,26.48,0.317,8.5,12.5
Giants,Rockies,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.462962963,48.8,26.66,0.339,13.5,17.5
Angels,Athletics,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.425925926,43.6,26.37,0.302,12.2,2.7
RedSox,Padres,L,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.5,26.19,0.297,8.7,11.6
Rangers,Mariners,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Mets,Reds,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.419753086,46.7,26.46,0.311,-1.4,15.9
Orioles,Rays,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.419753086,48.8,29.26,0.315,12.2,17.3
Tigers,WhiteSox,W,0.534161491,48,27.31,0.33,17.4,19.4,0.481481481,46.7,27.06,0.314,15.9,16.4
Angels,Athletics,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Braves,Nationals,W,0.422360248,45.5,26.35,0.304,8.9,10,0.586419753,45.8,31.17,0.322,23.2,23
Cardinals,Pirates,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.481481481,47,26.13,0.318,9.2,17.3
BlueJays,Yankees,W,0.549382716,46.7,28.14,0.327,19,23.7,0.518518519,44.8,30.4,0.311,18.2,14.6
Astros,Indians,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Phillies,Marlins,W,0.438271605,47,28.53,0.296,13.6,10.2,0.49068323,46.1,28.77,0.309,14.5,20
Cubs,Brewers,W,0.635802469,46.7,30.36,0.333,20.6,38,0.450617284,49.9,25.31,0.315,12.5,12.3
Royals,Twins,W,0.5,46.3,27.5,0.307,9.9,14.6,0.364197531,47.9,26.48,0.317,8.5,12.5
Giants,Rockies,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.462962963,48.8,26.66,0.339,13.5,17.5
RedSox,Padres,L,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.5,26.19,0.297,8.7,11.6
Rangers,Mariners,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Astros,Indians,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Reds,Pirates,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.481481481,47,26.13,0.318,9.2,17.3
Phillies,Nationals,L,0.438271605,47,28.53,0.296,13.6,10.2,0.586419753,45.8,31.17,0.322,23.2,23
Rays,Yankees,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.518518519,44.8,30.4,0.311,18.2,14.6
Brewers,Cardinals,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.530864198,46.7,27.7,0.329,17.4,22.3
Rockies,Padres,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.419753086,48.5,26.19,0.297,8.7,11.6
Rangers,Mariners,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Reds,Pirates,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.481481481,47,26.13,0.318,9.2,17.3
Phillies,Nationals,W,0.438271605,47,28.53,0.296,13.6,10.2,0.586419753,45.8,31.17,0.322,23.2,23
Rays,Yankees,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.518518519,44.8,30.4,0.311,18.2,14.6
RedSox,BlueJays,L,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,46.7,28.14,0.327,19,23.7
Orioles,Tigers,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.534161491,48,27.31,0.33,17.4,19.4
Dodgers,Marlins,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.49068323,46.1,28.77,0.309,14.5,20
Mets,Braves,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.422360248,45.5,26.35,0.304,8.9,10
Cubs,Astros,L,0.635802469,46.7,30.36,0.333,20.6,38,0.518518519,48.1,29.74,0.317,20.1,20.6
Indians,Twins,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Royals,WhiteSox,W,0.5,46.3,27.5,0.307,9.9,14.6,0.481481481,46.7,27.06,0.314,15.9,16.4
Brewers,Cardinals,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.530864198,46.7,27.7,0.329,17.4,22.3
Mariners,Athletics,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.425925926,43.6,26.37,0.302,12.2,2.7
Rangers,Angels,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Rockies,Padres,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.419753086,48.5,26.19,0.297,8.7,11.6
RedSox,BlueJays,W,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,46.7,28.14,0.327,19,23.7
Cubs,Astros,W,0.635802469,46.7,30.36,0.333,20.6,38,0.518518519,48.1,29.74,0.317,20.1,20.6
Mariners,Athletics,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.425925926,43.6,26.37,0.302,12.2,2.7
Rays,Yankees,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.518518519,44.8,30.4,0.311,18.2,14.6
Reds,Pirates,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.481481481,47,26.13,0.318,9.2,17.3
Phillies,Nationals,W,0.438271605,47,28.53,0.296,13.6,10.2,0.586419753,45.8,31.17,0.322,23.2,23
Orioles,Tigers,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.534161491,48,27.31,0.33,17.4,19.4
Indians,Twins,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Royals,WhiteSox,L,0.5,46.3,27.5,0.307,9.9,14.6,0.481481481,46.7,27.06,0.314,15.9,16.4
Dodgers,Marlins,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.49068323,46.1,28.77,0.309,14.5,20
Mets,Braves,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.422360248,45.5,26.35,0.304,8.9,10
Brewers,Cardinals,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.530864198,46.7,27.7,0.329,17.4,22.3
Rockies,Padres,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.419753086,48.5,26.19,0.297,8.7,11.6
Rangers,Angels,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Rays,Yankees,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.518518519,44.8,30.4,0.311,18.2,14.6
RedSox,BlueJays,L,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,46.7,28.14,0.327,19,23.7
Orioles,Tigers,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.534161491,48,27.31,0.33,17.4,19.4
Dodgers,Marlins,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.49068323,46.1,28.77,0.309,14.5,20
Reds,Pirates,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.481481481,47,26.13,0.318,9.2,17.3
Mets,Braves,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.422360248,45.5,26.35,0.304,8.9,10
Phillies,Nationals,W,0.438271605,47,28.53,0.296,13.6,10.2,0.586419753,45.8,31.17,0.322,23.2,23
Indians,Twins,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Royals,WhiteSox,L,0.5,46.3,27.5,0.307,9.9,14.6,0.481481481,46.7,27.06,0.314,15.9,16.4
Brewers,Cardinals,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.530864198,46.7,27.7,0.329,17.4,22.3
Rangers,Angels,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Mariners,Athletics,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.425925926,43.6,26.37,0.302,12.2,2.7
Rockies,Padres,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.419753086,48.5,26.19,0.297,8.7,11.6
Cubs,Astros,L,0.635802469,46.7,30.36,0.333,20.6,38,0.518518519,48.1,29.74,0.317,20.1,20.6
Dodgers,Yankees,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.518518519,44.8,30.4,0.311,18.2,14.6
Mets,Nationals,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.586419753,45.8,31.17,0.322,23.2,23
Pirates,Phillies,W,0.481481481,47,26.13,0.318,9.2,17.3,0.438271605,47,28.53,0.296,13.6,10.2
Rays,BlueJays,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,46.7,28.14,0.327,19,23.7
Orioles,RedSox,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.574074074,46.6,29.18,0.346,18.1,35
Marlins,Braves,W,0.49068323,46.1,28.77,0.309,14.5,20,0.422360248,45.5,26.35,0.304,8.9,10
Brewers,Reds,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
Twins,Tigers,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.534161491,48,27.31,0.33,17.4,19.4
Athletics,Royals,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.5,46.3,27.5,0.307,9.9,14.6
Indians,WhiteSox,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Rangers,Astros,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Cubs,Cardinals,L,0.635802469,46.7,30.36,0.333,20.6,38,0.530864198,46.7,27.7,0.329,17.4,22.3
Mariners,Angels,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.456790123,42.4,25.16,0.314,6.7,20.7
Padres,Giants,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.537037037,43.5,28.27,0.315,17.2,26.8
Dodgers,Yankees,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.518518519,44.8,30.4,0.311,18.2,14.6
Mets,Nationals,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.586419753,45.8,31.17,0.322,23.2,23
Pirates,Phillies,L,0.481481481,47,26.13,0.318,9.2,17.3,0.438271605,47,28.53,0.296,13.6,10.2
Rays,BlueJays,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,46.7,28.14,0.327,19,23.7
Orioles,RedSox,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.574074074,46.6,29.18,0.346,18.1,35
Marlins,Braves,L,0.49068323,46.1,28.77,0.309,14.5,20,0.422360248,45.5,26.35,0.304,8.9,10
Brewers,Reds,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
Twins,Tigers,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.534161491,48,27.31,0.33,17.4,19.4
Athletics,Royals,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.5,46.3,27.5,0.307,9.9,14.6
Indians,WhiteSox,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Rangers,Astros,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Cubs,Cardinals,W,0.635802469,46.7,30.36,0.333,20.6,38,0.530864198,46.7,27.7,0.329,17.4,22.3
Mariners,Angels,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.456790123,42.4,25.16,0.314,6.7,20.7
Padres,Giants,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.537037037,43.5,28.27,0.315,17.2,26.8
Rays,BlueJays,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,46.7,28.14,0.327,19,23.7
Cubs,Cardinals,L,0.635802469,46.7,30.36,0.333,20.6,38,0.530864198,46.7,27.7,0.329,17.4,22.3
Padres,Giants,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.537037037,43.5,28.27,0.315,17.2,26.8
Dodgers,Yankees,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.518518519,44.8,30.4,0.311,18.2,14.6
Mets,Nationals,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.586419753,45.8,31.17,0.322,23.2,23
Pirates,Phillies,W,0.481481481,47,26.13,0.318,9.2,17.3,0.438271605,47,28.53,0.296,13.6,10.2
Orioles,RedSox,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.574074074,46.6,29.18,0.346,18.1,35
Marlins,Braves,L,0.49068323,46.1,28.77,0.309,14.5,20,0.422360248,45.5,26.35,0.304,8.9,10
Brewers,Reds,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
Twins,Tigers,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.534161491,48,27.31,0.33,17.4,19.4
Athletics,Royals,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.5,46.3,27.5,0.307,9.9,14.6
Indians,WhiteSox,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Rangers,Astros,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Mariners,Angels,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.456790123,42.4,25.16,0.314,6.7,20.7
Twins,Tigers,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.534161491,48,27.31,0.33,17.4,19.4
Indians,WhiteSox,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Pirates,Phillies,L,0.481481481,47,26.13,0.318,9.2,17.3,0.438271605,47,28.53,0.296,13.6,10.2
Rays,Orioles,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,47.3,26.91,0.326,15.4,20.2
Yankees,RedSox,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.574074074,46.6,29.18,0.346,18.1,35
Athletics,Royals,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.5,46.3,27.5,0.307,9.9,14.6
Brewers,Cubs,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.635802469,46.7,30.36,0.333,20.6,38
BlueJays,Angels,L,0.549382716,46.7,28.14,0.327,19,23.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Cardinals,Giants,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.537037037,43.5,28.27,0.315,17.2,26.8
Brewers,Cubs,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.635802469,46.7,30.36,0.333,20.6,38
Marlins,Phillies,W,0.49068323,46.1,28.77,0.309,14.5,20,0.438271605,47,28.53,0.296,13.6,10.2
Rays,Orioles,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,47.3,26.91,0.326,15.4,20.2
Tigers,Indians,W,0.534161491,48,27.31,0.33,17.4,19.4,0.583850932,46.4,30.09,0.326,18.7,26.7
Twins,Mets,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.537037037,45.9,29.76,0.315,24.4,20.5
Yankees,RedSox,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.574074074,46.6,29.18,0.346,18.1,35
Pirates,Reds,L,0.481481481,47,26.13,0.318,9.2,17.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
Nationals,Braves,L,0.586419753,45.8,31.17,0.322,23.2,23,0.422360248,45.5,26.35,0.304,8.9,10
Athletics,Rangers,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.586419753,46.2,25.24,0.324,10.1,18.7
WhiteSox,Royals,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.5,46.3,27.5,0.307,9.9,14.6
Padres,Rockies,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.462962963,48.8,26.66,0.339,13.5,17.5
BlueJays,Angels,L,0.549382716,46.7,28.14,0.327,19,23.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Astros,Mariners,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.530864198,46.6,28.27,0.325,12.9,20.9
Cardinals,Giants,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.537037037,43.5,28.27,0.315,17.2,26.8
Pirates,Reds,L,0.481481481,47,26.13,0.318,9.2,17.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
Pirates,Reds,L,0.481481481,47,26.13,0.318,9.2,17.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
Yankees,RedSox,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.574074074,46.6,29.18,0.346,18.1,35
Nationals,Braves,W,0.586419753,45.8,31.17,0.322,23.2,23,0.422360248,45.5,26.35,0.304,8.9,10
Brewers,Cubs,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.635802469,46.7,30.36,0.333,20.6,38
Tigers,Indians,W,0.534161491,48,27.31,0.33,17.4,19.4,0.583850932,46.4,30.09,0.326,18.7,26.7
Marlins,Phillies,W,0.49068323,46.1,28.77,0.309,14.5,20,0.438271605,47,28.53,0.296,13.6,10.2
Rays,Orioles,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,47.3,26.91,0.326,15.4,20.2
Twins,Mets,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.537037037,45.9,29.76,0.315,24.4,20.5
WhiteSox,Royals,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.5,46.3,27.5,0.307,9.9,14.6
Athletics,Rangers,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Padres,Rockies,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.462962963,48.8,26.66,0.339,13.5,17.5
Cardinals,Giants,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.537037037,43.5,28.27,0.315,17.2,26.8
BlueJays,Angels,W,0.549382716,46.7,28.14,0.327,19,23.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Astros,Mariners,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.530864198,46.6,28.27,0.325,12.9,20.9
Tigers,Indians,L,0.534161491,48,27.31,0.33,17.4,19.4,0.583850932,46.4,30.09,0.326,18.7,26.7
Twins,Mets,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.537037037,45.9,29.76,0.315,24.4,20.5
Pirates,Reds,W,0.481481481,47,26.13,0.318,9.2,17.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
Marlins,Phillies,L,0.49068323,46.1,28.77,0.309,14.5,20,0.438271605,47,28.53,0.296,13.6,10.2
Rays,Orioles,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,47.3,26.91,0.326,15.4,20.2
Nationals,Braves,W,0.586419753,45.8,31.17,0.322,23.2,23,0.422360248,45.5,26.35,0.304,8.9,10
WhiteSox,Royals,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.5,46.3,27.5,0.307,9.9,14.6
Brewers,Cubs,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.635802469,46.7,30.36,0.333,20.6,38
Athletics,Rangers,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.586419753,46.2,25.24,0.324,10.1,18.7
BlueJays,Angels,W,0.549382716,46.7,28.14,0.327,19,23.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Cardinals,Giants,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.537037037,43.5,28.27,0.315,17.2,26.8
Astros,Mariners,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.530864198,46.6,28.27,0.325,12.9,20.9
Padres,Rockies,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.462962963,48.8,26.66,0.339,13.5,17.5
Yankees,RedSox,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.574074074,46.6,29.18,0.346,18.1,35
WhiteSox,Royals,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.5,46.3,27.5,0.307,9.9,14.6
RedSox,Orioles,L,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,47.3,26.91,0.326,15.4,20.2
Braves,Mets,L,0.422360248,45.5,26.35,0.304,8.9,10,0.537037037,45.9,29.76,0.315,24.4,20.5
Nationals,Marlins,W,0.586419753,45.8,31.17,0.322,23.2,23,0.49068323,46.1,28.77,0.309,14.5,20
Reds,Cubs,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.635802469,46.7,30.36,0.333,20.6,38
Angels,Rangers,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Cardinals,Rockies,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.462962963,48.8,26.66,0.339,13.5,17.5
Astros,Athletics,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.425925926,43.6,26.37,0.302,12.2,2.7
Giants,Dodgers,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.561728395,46.3,32.05,0.314,22.7,24.2
BlueJays,Mariners,L,0.549382716,46.7,28.14,0.327,19,23.7,0.530864198,46.6,28.27,0.325,12.9,20.9
RedSox,Orioles,L,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,47.3,26.91,0.326,15.4,20.2
WhiteSox,Phillies,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.438271605,47,28.53,0.296,13.6,10.2
Braves,Mets,L,0.422360248,45.5,26.35,0.304,8.9,10,0.537037037,45.9,29.76,0.315,24.4,20.5
Royals,Indians,W,0.5,46.3,27.5,0.307,9.9,14.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Yankees,Rays,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.419753086,48.8,29.26,0.315,12.2,17.3
Nationals,Marlins,W,0.586419753,45.8,31.17,0.322,23.2,23,0.49068323,46.1,28.77,0.309,14.5,20
Reds,Cubs,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.635802469,46.7,30.36,0.333,20.6,38
Angels,Rangers,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Tigers,Twins,L,0.534161491,48,27.31,0.33,17.4,19.4,0.364197531,47.9,26.48,0.317,8.5,12.5
Pirates,Brewers,L,0.481481481,47,26.13,0.318,9.2,17.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Cardinals,Rockies,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.462962963,48.8,26.66,0.339,13.5,17.5
Astros,Athletics,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.425925926,43.6,26.37,0.302,12.2,2.7
Giants,Dodgers,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.561728395,46.3,32.05,0.314,22.7,24.2
BlueJays,Mariners,L,0.549382716,46.7,28.14,0.327,19,23.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Cardinals,Rockies,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.462962963,48.8,26.66,0.339,13.5,17.5
Astros,Athletics,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.425925926,43.6,26.37,0.302,12.2,2.7
BlueJays,Mariners,W,0.549382716,46.7,28.14,0.327,19,23.7,0.530864198,46.6,28.27,0.325,12.9,20.9
RedSox,Orioles,L,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,47.3,26.91,0.326,15.4,20.2
WhiteSox,Phillies,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.438271605,47,28.53,0.296,13.6,10.2
Braves,Mets,L,0.422360248,45.5,26.35,0.304,8.9,10,0.537037037,45.9,29.76,0.315,24.4,20.5
Royals,Indians,W,0.5,46.3,27.5,0.307,9.9,14.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Yankees,Rays,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.419753086,48.8,29.26,0.315,12.2,17.3
Nationals,Marlins,L,0.586419753,45.8,31.17,0.322,23.2,23,0.49068323,46.1,28.77,0.309,14.5,20
Reds,Cubs,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.635802469,46.7,30.36,0.333,20.6,38
Angels,Rangers,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Pirates,Brewers,L,0.481481481,47,26.13,0.318,9.2,17.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Giants,Dodgers,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.561728395,46.3,32.05,0.314,22.7,24.2
Tigers,Twins,L,0.534161491,48,27.31,0.33,17.4,19.4,0.364197531,47.9,26.48,0.317,8.5,12.5
Tigers,Twins,L,0.534161491,48,27.31,0.33,17.4,19.4,0.364197531,47.9,26.48,0.317,8.5,12.5
RedSox,Orioles,L,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,47.3,26.91,0.326,15.4,20.2
Braves,Marlins,L,0.422360248,45.5,26.35,0.304,8.9,10,0.49068323,46.1,28.77,0.309,14.5,20
Royals,Indians,W,0.5,46.3,27.5,0.307,9.9,14.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Yankees,Rays,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.419753086,48.8,29.26,0.315,12.2,17.3
Phillies,Mets,W,0.438271605,47,28.53,0.296,13.6,10.2,0.537037037,45.9,29.76,0.315,24.4,20.5
Angels,Astros,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Pirates,Brewers,W,0.481481481,47,26.13,0.318,9.2,17.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Rockies,Dodgers,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.561728395,46.3,32.05,0.314,22.7,24.2
Giants,Padres,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.419753086,48.5,26.19,0.297,8.7,11.6
Cardinals,Cubs,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.635802469,46.7,30.36,0.333,20.6,38
Nationals,Pirates,W,0.586419753,45.8,31.17,0.322,23.2,23,0.481481481,47,26.13,0.318,9.2,17.3
Yankees,BlueJays,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.549382716,46.7,28.14,0.327,19,23.7
Braves,Marlins,L,0.422360248,45.5,26.35,0.304,8.9,10,0.49068323,46.1,28.77,0.309,14.5,20
RedSox,Rays,L,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.8,29.26,0.315,12.2,17.3
WhiteSox,Indians,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.583850932,46.4,30.09,0.326,18.7,26.7
Royals,Tigers,W,0.5,46.3,27.5,0.307,9.9,14.6,0.534161491,48,27.31,0.33,17.4,19.4
Phillies,Mets,W,0.438271605,47,28.53,0.296,13.6,10.2,0.537037037,45.9,29.76,0.315,24.4,20.5
