AWAY,HOME,HOME_TEAM_RESULT,W%,Off,K%,AVG,P_Index,B_index
Twins,Tigers,L,0.16996396,42.8,-1.5,0.016,0.65,0.1
Athletics,Royals,L,0.074074074,17.2,1.2,0.015,1.2,2.7
Indians,WhiteSox,W,-0.10236945,-58.9,0.8,-0.005,-2.44,0.3
Rangers,Astros,L,-0.067901235,14.4,3.4,-0.015,3.58,1.9
Cubs,Cardinals,W,-0.104938272,-36,0.1,-0.001,-2.47,0
Mariners,Angels,L,-0.074074074,-64,-4.3,0.001,-2.52,-4.2
Padres,Giants,L,0.117283951,54.8,-7.3,0.023,1.25,-5
Rays,BlueJays,L,0.12962963,25.6,-2.6,0.005,-1.21,-2.1
Cubs,Cardinals,L,-0.104938272,-36,0.1,-0.001,-2.47,0
Padres,Giants,L,0.117283951,54.8,-7.3,0.023,1.25,-5
Dodgers,Yankees,L,-0.043209877,-28.4,-1.8,0.003,-1.54,-1.5
Mets,Nationals,W,0.049382716,17.4,-1.1,0.01,1.44,-0.1
Pirates,Phillies,W,-0.043209877,-112.2,1.7,-0.017,1.92,0
Orioles,RedSox,L,0.024691358,99.6,-3.3,0.026,1.78,-0.7
Marlins,Braves,L,-0.068322981,-55.9,0.2,-0.008,-2.34,-0.6
Brewers,Reds,L,-0.030864198,-20.2,-4.4,0.012,1.41,-3.2
Twins,Tigers,W,0.16996396,42.8,-1.5,0.016,0.65,0.1
Athletics,Royals,L,0.074074074,17.2,1.2,0.015,1.2,2.7
Indians,WhiteSox,L,-0.10236945,-58.9,0.8,-0.005,-2.44,0.3
Rangers,Astros,W,-0.067901235,14.4,3.4,-0.015,3.58,1.9
Mariners,Angels,L,-0.074074074,-64,-4.3,0.001,-2.52,-4.2
Twins,Tigers,L,0.16996396,42.8,-1.5,0.016,0.65,0.1
Indians,WhiteSox,W,-0.10236945,-58.9,0.8,-0.005,-2.44,0.3
Pirates,Phillies,L,-0.043209877,-112.2,1.7,-0.017,1.92,0
Rays,Orioles,L,0.12962963,30.4,-2.8,0.013,-1.88,-1.5
Yankees,RedSox,W,0.055555556,164.6,-1.2,0.03,-0.86,1.8
Athletics,Royals,L,0.074074074,17.2,1.2,0.015,1.2,2.7
Brewers,Cubs,L,0.185185185,115.4,-4.4,0.012,4.35,-3.2
BlueJays,Angels,L,-0.092592593,-39.7,-5.5,0.012,-2.41,-4.3
Cardinals,Giants,W,0.00617284,-43.9,-3.5,0.003,0.31,-3.2
Brewers,Cubs,W,0.185185185,115.4,-4.4,0.012,4.35,-3.2
Marlins,Phillies,W,-0.052411625,-85.8,3.2,-0.023,-0.71,0.9
Rays,Orioles,W,0.12962963,30.4,-2.8,0.013,-1.88,-1.5
Tigers,Indians,W,0.049689441,14.3,-1.1,-0.005,2.42,-1.6
Twins,Mets,W,0.172839506,3,-1.5,-0.005,2.59,-2
Yankees,RedSox,W,0.055555556,164.6,-1.2,0.03,-0.86,1.8
Pirates,Reds,L,-0.061728395,-52.2,-0.2,-0.001,0.69,-0.3
Nationals,Braves,L,-0.164059505,-102.7,-0.2,-0.001,-3.91,-0.3
Athletics,Rangers,W,0.160493827,87.3,1,0.016,-0.73,2.6
WhiteSox,Royals,L,0.018518519,-55.4,-0.8,0.004,0.39,-0.4
Padres,Rockies,W,0.043209877,35.4,-3.7,0.04,0.38,0.3
BlueJays,Angels,L,-0.092592593,-39.7,-5.5,0.012,-2.41,-4.3
Astros,Mariners,L,0.012345679,38.5,-2.7,0.012,-1.26,-1.5
Cardinals,Giants,W,0.00617284,-43.9,-3.5,0.003,0.31,-3.2
Pirates,Reds,L,-0.061728395,-52.2,-0.2,-0.001,0.69,-0.3
Pirates,Reds,L,-0.061728395,-52.2,-0.2,-0.001,0.69,-0.3
Yankees,RedSox,W,0.055555556,164.6,-1.2,0.03,-0.86,1.8
Nationals,Braves,W,-0.164059505,-102.7,-0.2,-0.001,-3.91,-0.3
Brewers,Cubs,L,0.185185185,115.4,-4.4,0.012,4.35,-3.2
Tigers,Indians,W,0.049689441,14.3,-1.1,-0.005,2.42,-1.6
Marlins,Phillies,W,-0.052411625,-85.8,3.2,-0.023,-0.71,0.9
Rays,Orioles,L,0.12962963,30.4,-2.8,0.013,-1.88,-1.5
Twins,Mets,W,0.172839506,3,-1.5,-0.005,2.59,-2
WhiteSox,Royals,W,0.018518519,-55.4,-0.8,0.004,0.39,-0.4
Athletics,Rangers,L,0.160493827,87.3,1,0.016,-0.73,2.6
Padres,Rockies,W,0.043209877,35.4,-3.7,0.04,0.38,0.3
Cardinals,Giants,L,0.00617284,-43.9,-3.5,0.003,0.31,-3.2
BlueJays,Angels,W,-0.092592593,-39.7,-5.5,0.012,-2.41,-4.3
Astros,Mariners,L,0.012345679,38.5,-2.7,0.012,-1.26,-1.5
Tigers,Indians,L,0.049689441,14.3,-1.1,-0.005,2.42,-1.6
Twins,Mets,W,0.172839506,3,-1.5,-0.005,2.59,-2
Pirates,Reds,W,-0.061728395,-52.2,-0.2,-0.001,0.69,-0.3
Marlins,Phillies,L,-0.052411625,-85.8,3.2,-0.023,-0.71,0.9
Rays,Orioles,W,0.12962963,30.4,-2.8,0.013,-1.88,-1.5
Nationals,Braves,W,-0.164059505,-102.7,-0.2,-0.001,-3.91,-0.3
WhiteSox,Royals,W,0.018518519,-55.4,-0.8,0.004,0.39,-0.4
Brewers,Cubs,L,0.185185185,115.4,-4.4,0.012,4.35,-3.2
Athletics,Rangers,L,0.160493827,87.3,1,0.016,-0.73,2.6
BlueJays,Angels,W,-0.092592593,-39.7,-5.5,0.012,-2.41,-4.3
Cardinals,Giants,L,0.00617284,-43.9,-3.5,0.003,0.31,-3.2
Astros,Mariners,W,0.012345679,38.5,-2.7,0.012,-1.26,-1.5
Padres,Rockies,W,0.043209877,35.4,-3.7,0.04,0.38,0.3
Yankees,RedSox,W,0.055555556,164.6,-1.2,0.03,-0.86,1.8
WhiteSox,Royals,W,0.018518519,-55.4,-0.8,0.004,0.39,-0.4
RedSox,Orioles,L,-0.024691358,-99.6,3.3,-0.026,-1.78,0.7
Braves,Mets,L,0.114676789,85.3,1.3,-0.009,2.47,0.4
Nationals,Marlins,W,-0.095736523,-46.8,-0.4,0.007,-1.57,0.3
Reds,Cubs,W,0.216049383,135.6,0,0,2.94,0
Angels,Rangers,W,0.12962963,11.1,3.6,0.002,0.2,3.8
Cardinals,Rockies,L,-0.067901235,-63.3,0.1,0.02,-0.56,2.1
Astros,Athletics,L,-0.092592593,-101.7,-4.4,-0.001,-2.85,-4.5
Giants,Dodgers,W,0.024691358,6.2,3.7,-0.009,3.51,2.8
BlueJays,Mariners,L,-0.018518519,24.3,-1.2,0.011,0.11,-0.1
RedSox,Orioles,L,-0.024691358,-99.6,3.3,-0.026,-1.78,0.7
WhiteSox,Phillies,W,-0.043209877,-110.4,2,-0.017,1.12,0.3
Braves,Mets,L,0.114676789,85.3,1.3,-0.009,2.47,0.4
Royals,Indians,W,0.083850932,114.3,0,0.001,2.05,0.1
Yankees,Rays,L,-0.098765432,34.6,4.9,-0.009,-0.76,4
Nationals,Marlins,W,-0.095736523,-46.8,-0.4,0.007,-1.57,0.3
Reds,Cubs,W,0.216049383,135.6,0,0,2.94,0
Angels,Rangers,W,0.12962963,11.1,3.6,0.002,0.2,3.8
Tigers,Twins,L,-0.16996396,-42.8,1.5,-0.016,-0.65,-0.1
Pirates,Brewers,L,-0.030864198,-32,4.2,-0.013,-0.72,2.9
Cardinals,Rockies,L,-0.067901235,-63.3,0.1,0.02,-0.56,2.1
Astros,Athletics,L,-0.092592593,-101.7,-4.4,-0.001,-2.85,-4.5
Giants,Dodgers,L,0.024691358,6.2,3.7,-0.009,3.51,2.8
BlueJays,Mariners,L,-0.018518519,24.3,-1.2,0.011,0.11,-0.1
Cardinals,Rockies,W,-0.067901235,-63.3,0.1,0.02,-0.56,2.1
Astros,Athletics,L,-0.092592593,-101.7,-4.4,-0.001,-2.85,-4.5
BlueJays,Mariners,W,-0.018518519,24.3,-1.2,0.011,0.11,-0.1
RedSox,Orioles,L,-0.024691358,-99.6,3.3,-0.026,-1.78,0.7
WhiteSox,Phillies,W,-0.043209877,-110.4,2,-0.017,1.12,0.3
Braves,Mets,L,0.114676789,85.3,1.3,-0.009,2.47,0.4
Royals,Indians,W,0.083850932,114.3,0,0.001,2.05,0.1
Yankees,Rays,L,-0.098765432,34.6,4.9,-0.009,-0.76,4
Nationals,Marlins,L,-0.095736523,-46.8,-0.4,0.007,-1.57,0.3
Reds,Cubs,W,0.216049383,135.6,0,0,2.94,0
Angels,Rangers,L,0.12962963,11.1,3.6,0.002,0.2,3.8
Pirates,Brewers,L,-0.030864198,-32,4.2,-0.013,-0.72,2.9
Giants,Dodgers,W,0.024691358,6.2,3.7,-0.009,3.51,2.8
Tigers,Twins,L,-0.16996396,-42.8,1.5,-0.016,-0.65,-0.1
Tigers,Twins,L,-0.16996396,-42.8,1.5,-0.016,-0.65,-0.1
RedSox,Orioles,L,-0.024691358,-99.6,3.3,-0.026,-1.78,0.7
Braves,Marlins,L,0.068322981,55.9,-0.2,0.008,2.34,0.6
Royals,Indians,W,0.083850932,114.3,0,0.001,2.05,0.1
Yankees,Rays,W,-0.098765432,34.6,4.9,-0.009,-0.76,4
Phillies,Mets,W,0.098765432,115.2,-1.7,0.006,0.84,-1.1
Angels,Astros,L,0.061728395,25.5,7,-0.013,3.78,5.7
Pirates,Brewers,W,-0.030864198,-32,4.2,-0.013,-0.72,2.9
Rockies,Dodgers,W,0.098765432,25.6,0.1,-0.026,4.38,-2.5
Giants,Padres,L,-0.117283951,-54.8,7.3,-0.023,-1.25,5
Cardinals,Cubs,W,0.104938272,36,-0.1,0.001,2.47,0
Nationals,Pirates,W,-0.104938272,-20.4,1.1,0.001,-4.2,1.2
Yankees,BlueJays,W,0.030864198,60.2,2.3,-0.004,-1.97,1.9
Braves,Marlins,L,0.068322981,55.9,-0.2,0.008,2.34,0.6
RedSox,Rays,L,-0.154320988,-130,6.1,-0.039,0.1,2.2
WhiteSox,Indians,W,0.10236945,58.9,-0.8,0.005,2.44,-0.3
Royals,Tigers,W,0.034161491,100,1.1,0.006,-0.37,1.7
Phillies,Mets,W,0.098765432,115.2,-1.7,0.006,0.84,-1.1
Reds,Brewers,W,0.030864198,20.2,4.4,-0.012,-1.41,3.2
Angels,Astros,L,0.061728395,25.5,7,-0.013,3.78,5.7
Mariners,Twins,L,-0.166666667,-65.8,2.1,-0.008,-1.41,1.3
Rangers,Athletics,L,-0.160493827,-87.3,-1,-0.016,0.73,-2.6
Rockies,Dodgers,W,0.098765432,25.6,0.1,-0.026,4.38,-2.5
Giants,Padres,W,-0.117283951,-54.8,7.3,-0.023,-1.25,5
Royals,Tigers,L,0.034161491,100,1.1,0.006,-0.37,1.7
Cardinals,Cubs,L,0.104938272,36,-0.1,0.001,2.47,0
Rangers,Athletics,L,-0.160493827,-87.3,-1,-0.016,0.73,-2.6
Yankees,BlueJays,W,0.030864198,60.2,2.3,-0.004,-1.97,1.9
RedSox,Rays,L,-0.154320988,-130,6.1,-0.039,0.1,2.2
Nationals,Pirates,L,-0.104938272,-20.4,1.1,0.001,-4.2,1.2
Braves,Marlins,W,0.068322981,55.9,-0.2,0.008,2.34,0.6
WhiteSox,Indians,L,0.10236945,58.9,-0.8,0.005,2.44,-0.3
Reds,Brewers,L,0.030864198,20.2,4.4,-0.012,-1.41,3.2
Angels,Astros,L,0.061728395,25.5,7,-0.013,3.78,5.7
Phillies,Mets,L,0.098765432,115.2,-1.7,0.006,0.84,-1.1
Mariners,Twins,W,-0.166666667,-65.8,2.1,-0.008,-1.41,1.3
Giants,Padres,L,-0.117283951,-54.8,7.3,-0.023,-1.25,5
Rockies,Dodgers,W,0.098765432,25.6,0.1,-0.026,4.38,-2.5
Yankees,BlueJays,W,0.030864198,60.2,2.3,-0.004,-1.97,1.9
RedSox,Rays,L,-0.154320988,-130,6.1,-0.039,0.1,2.2
WhiteSox,Indians,L,0.10236945,58.9,-0.8,0.005,2.44,-0.3
Royals,Tigers,L,0.034161491,100,1.1,0.006,-0.37,1.7
Phillies,Mets,W,0.098765432,115.2,-1.7,0.006,0.84,-1.1
Nationals,Pirates,L,-0.104938272,-20.4,1.1,0.001,-4.2,1.2
Reds,Brewers,L,0.030864198,20.2,4.4,-0.012,-1.41,3.2
Angels,Astros,W,0.061728395,25.5,7,-0.013,3.78,5.7
Mariners,Twins,L,-0.166666667,-65.8,2.1,-0.008,-1.41,1.3
Rangers,Athletics,W,-0.160493827,-87.3,-1,-0.016,0.73,-2.6
Rockies,Dodgers,W,0.098765432,25.6,0.1,-0.026,4.38,-2.5
Giants,Padres,W,-0.117283951,-54.8,7.3,-0.023,-1.25,5
Cardinals,Cubs,W,0.104938272,36,-0.1,0.001,2.47,0
Cubs,Pirates,L,-0.154320988,-83.4,0.2,0.001,-3.63,0.3
Yankees,BlueJays,L,0.030864198,60.2,2.3,-0.004,-1.97,1.9
Indians,Tigers,L,-0.049689441,-14.3,1.1,0.005,-2.42,1.6
Mets,Marlins,W,-0.046353807,-29.4,-1.5,0.017,-0.13,0.2
Brewers,Rangers,L,0.135802469,44.9,-5.5,0.018,-0.02,-3.7
Mariners,Astros,L,-0.012345679,-38.5,2.7,-0.012,1.26,1.5
Rays,WhiteSox,W,0.061728395,-17.7,-3.5,0.014,-1.88,-2.1
Reds,Cardinals,L,0.111111111,99.6,0.1,-0.001,0.47,0
Athletics,Angels,W,0.030864198,76.2,-2.6,0.014,-0.93,-1.2
RedSox,Yankees,W,-0.055555556,-164.6,1.2,-0.03,0.86,-1.8
Cubs,Pirates,L,-0.154320988,-83.4,0.2,0.001,-3.63,0.3
Orioles,BlueJays,W,0,-4.8,0.2,-0.008,0.67,-0.6
Indians,Tigers,W,-0.049689441,-14.3,1.1,0.005,-2.42,1.6
Mets,Marlins,L,-0.046353807,-29.4,-1.5,0.017,-0.13,0.2
Phillies,Braves,W,-0.015911356,29.9,-3,0.015,-1.63,-1.5
Twins,Royals,W,0.135802469,-57.2,-2.6,0.01,1.02,-1.6
Brewers,Rangers,W,0.135802469,44.9,-5.5,0.018,-0.02,-3.7
Mariners,Astros,W,-0.012345679,-38.5,2.7,-0.012,1.26,1.5
Rays,WhiteSox,W,0.061728395,-17.7,-3.5,0.014,-1.88,-2.1
Reds,Cardinals,W,0.111111111,99.6,0.1,-0.001,0.47,0
Athletics,Angels,W,0.030864198,76.2,-2.6,0.014,-0.93,-1.2
Dodgers,Padres,W,-0.141975309,-61,3.6,-0.014,-4.76,2.2
Rockies,Giants,W,0.074074074,19.4,-3.6,-0.017,0.87,-5.3
Mariners,Astros,L,-0.012345679,-38.5,2.7,-0.012,1.26,1.5
RedSox,Yankees,W,-0.055555556,-164.6,1.2,-0.03,0.86,-1.8
Cubs,Pirates,W,-0.154320988,-83.4,0.2,0.001,-3.63,0.3
Orioles,BlueJays,L,0,-4.8,0.2,-0.008,0.67,-0.6
Indians,Tigers,W,-0.049689441,-14.3,1.1,0.005,-2.42,1.6
Mets,Marlins,L,-0.046353807,-29.4,-1.5,0.017,-0.13,0.2
Phillies,Braves,W,-0.015911356,29.9,-3,0.015,-1.63,-1.5
Twins,Royals,W,0.135802469,-57.2,-2.6,0.01,1.02,-1.6
Brewers,Rangers,W,0.135802469,44.9,-5.5,0.018,-0.02,-3.7
Rays,WhiteSox,W,0.061728395,-17.7,-3.5,0.014,-1.88,-2.1
Reds,Cardinals,L,0.111111111,99.6,0.1,-0.001,0.47,0
Athletics,Angels,W,0.030864198,76.2,-2.6,0.014,-0.93,-1.2
Dodgers,Padres,W,-0.141975309,-61,3.6,-0.014,-4.76,2.2
Rockies,Giants,L,0.074074074,19.4,-3.6,-0.017,0.87,-5.3
RedSox,Yankees,W,-0.055555556,-164.6,1.2,-0.03,0.86,-1.8
Orioles,BlueJays,L,0,-4.8,0.2,-0.008,0.67,-0.6
Phillies,Braves,W,-0.015911356,29.9,-3,0.015,-1.63,-1.5
Reds,Cardinals,W,0.111111111,99.6,0.1,-0.001,0.47,0
Twins,Royals,L,0.135802469,-57.2,-2.6,0.01,1.02,-1.6
Rays,WhiteSox,L,0.061728395,-17.7,-3.5,0.014,-1.88,-2.1
Dodgers,Padres,L,-0.141975309,-61,3.6,-0.014,-4.76,2.2
Athletics,Mariners,W,0.104938272,140.2,1.7,0.013,1.59,3
Rockies,Giants,W,0.074074074,19.4,-3.6,-0.017,0.87,-5.3
Orioles,Yankees,L,-0.030864198,-65,-2.1,-0.004,2.64,-2.5
Marlins,Nationals,L,0.095736523,46.8,0.4,-0.007,1.57,-0.3
Mets,Phillies,L,-0.098765432,-115.2,1.7,-0.006,-0.84,1.1
Cubs,Reds,L,-0.216049383,-135.6,0,0,-2.94,0
BlueJays,RedSox,W,0.024691358,104.4,-3.5,0.034,1.11,-0.1
Tigers,Braves,L,-0.111801242,-125.1,-1.3,-0.012,-0.53,-2.5
Rays,Rangers,W,0.166666667,-3,-4.5,0.019,-3.42,-2.6
Brewers,Rockies,W,0.012345679,16.1,-4.2,0.031,1.32,-1.1
Twins,WhiteSox,W,0.117283951,-1.8,-1.8,0.006,0.63,-1.2
Indians,Royals,L,-0.083850932,-114.3,0,-0.001,-2.05,-0.1
Pirates,Cardinals,W,0.049382716,47.4,-0.1,-0.002,1.16,-0.3
Astros,Angels,W,-0.061728395,-25.5,-7,0.013,-3.78,-5.7
Athletics,Mariners,W,0.104938272,140.2,1.7,0.013,1.59,3
Dodgers,Giants,W,-0.024691358,-6.2,-3.7,0.009,-3.51,-2.8
Mets,Phillies,L,-0.098765432,-115.2,1.7,-0.006,-0.84,1.1
Pirates,Cardinals,W,0.049382716,47.4,-0.1,-0.002,1.16,-0.3
Orioles,Yankees,W,-0.030864198,-65,-2.1,-0.004,2.64,-2.5
Dodgers,Giants,W,-0.024691358,-6.2,-3.7,0.009,-3.51,-2.8
Marlins,Nationals,W,0.095736523,46.8,0.4,-0.007,1.57,-0.3
Cubs,Reds,W,-0.216049383,-135.6,0,0,-2.94,0
Indians,Royals,L,-0.083850932,-114.3,0,-0.001,-2.05,-0.1
Tigers,Braves,W,-0.111801242,-125.1,-1.3,-0.012,-0.53,-2.5
Twins,WhiteSox,L,0.117283951,-1.8,-1.8,0.006,0.63,-1.2
BlueJays,RedSox,L,0.024691358,104.4,-3.5,0.034,1.11,-0.1
Rays,Rangers,L,0.166666667,-3,-4.5,0.019,-3.42,-2.6
Brewers,Rockies,L,0.012345679,16.1,-4.2,0.031,1.32,-1.1
Astros,Angels,L,-0.061728395,-25.5,-7,0.013,-3.78,-5.7
Athletics,Mariners,L,0.104938272,140.2,1.7,0.013,1.59,3
Orioles,Yankees,L,-0.030864198,-65,-2.1,-0.004,2.64,-2.5
Astros,Angels,W,-0.061728395,-25.5,-7,0.013,-3.78,-5.7
Dodgers,Giants,W,-0.024691358,-6.2,-3.7,0.009,-3.51,-2.8
Marlins,Nationals,W,0.095736523,46.8,0.4,-0.007,1.57,-0.3
Mets,Phillies,W,-0.098765432,-115.2,1.7,-0.006,-0.84,1.1
Rays,Rangers,L,0.166666667,-3,-4.5,0.019,-3.42,-2.6
BlueJays,RedSox,L,0.024691358,104.4,-3.5,0.034,1.11,-0.1
Cubs,Reds,L,-0.216049383,-135.6,0,0,-2.94,0
Tigers,Braves,W,-0.111801242,-125.1,-1.3,-0.012,-0.53,-2.5
Brewers,Rockies,L,0.012345679,16.1,-4.2,0.031,1.32,-1.1
Twins,WhiteSox,L,0.117283951,-1.8,-1.8,0.006,0.63,-1.2
Athletics,Mariners,L,0.104938272,140.2,1.7,0.013,1.59,3
Indians,Royals,L,-0.083850932,-114.3,0,-0.001,-2.05,-0.1
Pirates,Cardinals,W,0.049382716,47.4,-0.1,-0.002,1.16,-0.3
Orioles,BlueJays,W,0,-4.8,0.2,-0.008,0.67,-0.6
Giants,Mets,L,0,-0.5,3.6,-0.012,1.29,2.4
BlueJays,Rangers,L,0.037037037,-28.6,-1.9,0.014,-2.21,-0.5
RedSox,Indians,W,0.009776858,-88.8,1.8,-0.02,0.66,-0.2
BlueJays,Rangers,L,0.037037037,-28.6,-1.9,0.014,-2.21,-0.5
RedSox,Indians,W,0.009776858,-88.8,1.8,-0.02,0.66,-0.2
Dodgers,Nationals,L,0.024691358,10.7,-1.2,0.007,-0.78,-0.5
Giants,Cubs,W,0.098765432,79.9,3.4,-0.002,2.16,3.2
Giants,Cubs,W,0.098765432,79.9,3.4,-0.002,2.16,3.2
Dodgers,Nationals,W,0.024691358,10.7,-1.2,0.007,-0.78,-0.5
Rangers,BlueJays,W,-0.037037037,28.6,1.9,-0.014,2.21,0.5
Nationals,Dodgers,L,-0.024691358,-10.7,1.2,-0.007,0.78,0.5
Indians,RedSox,L,-0.009776858,88.8,-1.8,0.02,-0.66,0.2
Cubs,Giants,W,-0.098765432,-79.9,-3.4,0.002,-2.16,-3.2
Nationals,Dodgers,W,-0.024691358,-10.7,1.2,-0.007,0.78,0.5
Cubs,Giants,L,-0.098765432,-79.9,-3.4,0.002,-2.16,-3.2
Dodgers,Nationals,L,0.024691358,10.7,-1.2,0.007,-0.78,-0.5
BlueJays,Indians,W,0.034468216,15.6,-1.7,0.014,1.77,-0.3
BlueJays,Indians,W,0.034468216,15.6,-1.7,0.014,1.77,-0.3
Dodgers,Cubs,W,0.074074074,73.7,-0.3,0.007,-1.35,0.4
Dodgers,Cubs,L,0.074074074,73.7,-0.3,0.007,-1.35,0.4
Indians,BlueJays,L,-0.034468216,-15.6,1.7,-0.014,-1.77,0.3
Indians,BlueJays,W,-0.034468216,-15.6,1.7,-0.014,-1.77,0.3
Cubs,Dodgers,W,-0.074074074,-73.7,0.3,-0.007,1.35,-0.4
Indians,BlueJays,L,-0.034468216,-15.6,1.7,-0.014,-1.77,0.3
Cubs,Dodgers,L,-0.074074074,-73.7,0.3,-0.007,1.35,-0.4
Cubs,Dodgers,L,-0.074074074,-73.7,0.3,-0.007,1.35,-0.4
Dodgers,Cubs,W,0.074074074,73.7,-0.3,0.007,-1.35,0.4
Cubs,Indians,W,-0.051951537,-26.3,-0.9,0.006,-0.39,-0.3
Cubs,Indians,L,-0.051951537,-26.3,-0.9,0.006,-0.39,-0.3
Indians,Cubs,L,0.051951537,26.3,0.9,-0.006,0.39,0.3
Indians,Cubs,L,0.051951537,26.3,0.9,-0.006,0.39,0.3
Indians,Cubs,W,0.051951537,26.3,0.9,-0.006,0.39,0.3
Cubs,Indians,L,-0.051951537,-26.3,-0.9,0.006,-0.39,-0.3
